sample_index,filename,filepath,layer_1_thickness_m,layer_1_sand_pct,layer_1_silt_pct,layer_1_clay_pct,layer_1_theta_v,layer_1_bulk_density_gcm3,layer_1_particle_density_gcm3,layer_1_organic_fraction,layer_1_salinity_class
17,gpr_dataset_0017.in,datasets/run-fe3/files/gpr_dataset_0017.in,0.5528359953582982,39.569294,48.521806,11.9089,0.184723910257103,1.5589696735901353,2.6582691863074577,0.05,slightly_saline
18,gpr_dataset_0018.in,datasets/run-fe3/files/gpr_dataset_0018.in,0.8607439973550239,27.05339,46.409189,26.537421,0.2594711007661414,1.5183771245999276,2.64347321256048,0.05,brackish
19,gpr_dataset_0019.in,datasets/run-fe3/files/gpr_dataset_0019.in,0.40522795130701283,39.746489,32.564564,27.688947,0.26856429453596137,1.38777405834387,2.637848784562505,0.05,slightly_saline
20,gpr_dataset_0020.in,datasets/run-fe3/files/gpr_dataset_0020.in,0.2661390112989522,42.824994,30.959974,26.215032,0.2767231329339217,1.4701453619613942,2.6235464993156823,0.05,saline
21,gpr_dataset_0021.in,datasets/run-fe3/files/gpr_dataset_0021.in,0.7321974369458562,47.888379,33.01681,19.094811,0.12661077121615558,1.2536613624517208,2.6331578676525895,0.05,brackish
22,gpr_dataset_0022.in,datasets/run-fe3/files/gpr_dataset_0022.in,0.3683325968255462,44.681567,36.512997,18.805436,0.2566746291405382,1.5823206880733673,2.6371534968529695,0.05,brackish
23,gpr_dataset_0023.in,datasets/run-fe3/files/gpr_dataset_0023.in,0.28404453566854293,43.461568,33.343666,23.194766,0.17124341397984402,1.2308951373649641,2.679544128945775,0.05,slightly_saline
24,gpr_dataset_0024.in,datasets/run-fe3/files/gpr_dataset_0024.in,0.8496855729268519,34.463957,40.82554,24.710503,0.142631783100901,1.5393830953208907,2.6180017349567852,0.05,saline
25,gpr_dataset_0025.in,datasets/run-fe3/files/gpr_dataset_0025.in,0.6074766412988958,38.902678,37.689448,23.407874,0.2996749899419034,1.2422222254976918,2.698368860760498,0.05,fresh
26,gpr_dataset_0026.in,datasets/run-fe3/files/gpr_dataset_0026.in,0.7536771580603169,33.293448,37.949125,28.757427,0.12579733534623821,1.2986564622532675,2.6087495295746312,0.05,saline
27,gpr_dataset_0027.in,datasets/run-fe3/files/gpr_dataset_0027.in,0.8642105062244037,32.076009,49.069074,18.854917,0.2462332432064629,1.5091007417555367,2.6368814181397733,0.05,slightly_saline
28,gpr_dataset_0028.in,datasets/run-fe3/files/gpr_dataset_0028.in,0.5212495455920907,36.955015,43.062688,19.982297,0.27046080082130697,1.4231361922334655,2.638616104929557,0.05,slightly_saline
29,gpr_dataset_0029.in,datasets/run-fe3/files/gpr_dataset_0029.in,0.6902821893665116,46.622158,30.850034,22.527808,0.25712767615443655,1.3605027093982351,2.6990969410606525,0.05,slightly_saline
30,gpr_dataset_0030.in,datasets/run-fe3/files/gpr_dataset_0030.in,0.1458190851762206,42.545027,35.903386,21.551587,0.2136516363832624,1.5486891062773,2.6254592240256684,0.05,brackish
31,gpr_dataset_0031.in,datasets/run-fe3/files/gpr_dataset_0031.in,0.19198111079163932,48.549613,39.357505,12.092882,0.2316488241614107,1.2140359156282725,2.6277251410174802,0.05,slightly_saline
32,gpr_dataset_0032.in,datasets/run-fe3/files/gpr_dataset_0032.in,0.21955725037402257,31.530716,48.345484,20.1238,0.16567224185162174,1.4918786002826216,2.613150489924892,0.05,slightly_saline
33,gpr_dataset_0033.in,datasets/run-fe3/files/gpr_dataset_0033.in,0.5636073557745983,33.934361,40.567789,25.49785,0.21499132265907073,1.5261408055659538,2.669154054315053,0.05,fresh
34,gpr_dataset_0034.in,datasets/run-fe3/files/gpr_dataset_0034.in,0.3964959912620293,33.772257,46.378076,19.849667,0.25430360456002227,1.3721609813419862,2.692757865784301,0.05,brackish
35,gpr_dataset_0035.in,datasets/run-fe3/files/gpr_dataset_0035.in,0.4738935231861894,42.441792,36.115328,21.44288,0.19141146920691043,1.2548126128970716,2.648220135141773,0.05,slightly_saline
36,gpr_dataset_0036.in,datasets/run-fe3/files/gpr_dataset_0036.in,0.13239821579880834,47.774837,40.654073,11.57109,0.2654709652856106,1.5867380403992695,2.6766772934769825,0.05,fresh
37,gpr_dataset_0037.in,datasets/run-fe3/files/gpr_dataset_0037.in,0.7158213191999685,36.140816,45.471369,18.387815,0.14688561804939962,1.4891537009409066,2.6082708649949105,0.05,brackish
38,gpr_dataset_0038.in,datasets/run-fe3/files/gpr_dataset_0038.in,0.19131289599039947,39.879101,36.157576,23.963323,0.21783710731156836,1.5490124876806965,2.6219293494008706,0.05,saline
39,gpr_dataset_0039.in,datasets/run-fe3/files/gpr_dataset_0039.in,0.753001718318657,44.159649,36.079254,19.761097,0.17464942420036633,1.253961025636178,2.6113861984183897,0.05,fresh
40,gpr_dataset_0040.in,datasets/run-fe3/files/gpr_dataset_0040.in,0.3089473925656375,37.27406,41.817742,20.908198,0.2676966865594798,1.5642546339652905,2.6843523287400544,0.05,brackish
41,gpr_dataset_0041.in,datasets/run-fe3/files/gpr_dataset_0041.in,0.31577439564129517,27.184027,46.786689,26.029284,0.1552961585103389,1.4179602642555462,2.665978374625644,0.05,slightly_saline
42,gpr_dataset_0042.in,datasets/run-fe3/files/gpr_dataset_0042.in,0.4622294825181015,43.801491,44.141111,12.057398,0.1667140473953545,1.4208941788153586,2.6233338327244113,0.05,slightly_saline
43,gpr_dataset_0043.in,datasets/run-fe3/files/gpr_dataset_0043.in,0.5959276560661593,34.861841,47.972639,17.16552,0.22216920394263634,1.4426718979980193,2.6239725182789733,0.05,slightly_saline
44,gpr_dataset_0044.in,datasets/run-fe3/files/gpr_dataset_0044.in,0.6220592069683722,44.356598,44.459105,11.184297,0.13281876828515254,1.3298255203293183,2.611864817559087,0.05,brackish
45,gpr_dataset_0045.in,datasets/run-fe3/files/gpr_dataset_0045.in,0.2270950172436541,45.666798,31.614728,22.718474,0.12156661734668667,1.4882491040856696,2.674622635845829,0.05,fresh
46,gpr_dataset_0046.in,datasets/run-fe3/files/gpr_dataset_0046.in,0.9277800340068748,35.113987,41.993149,22.892864,0.14068445083151973,1.304707373223604,2.62603864879865,0.05,slightly_saline
47,gpr_dataset_0047.in,datasets/run-fe3/files/gpr_dataset_0047.in,0.5102101424503755,42.035584,32.9491,25.015316,0.16888723992163143,1.4306727644106612,2.612364992843123,0.05,saline
48,gpr_dataset_0048.in,datasets/run-fe3/files/gpr_dataset_0048.in,0.5560579220388139,44.882584,33.348088,21.769328,0.2745931088598422,1.542683701976622,2.666873620459408,0.05,brackish
49,gpr_dataset_0049.in,datasets/run-fe3/files/gpr_dataset_0049.in,0.5982438679746066,32.932542,44.738593,22.328865,0.12426325576388784,1.4312045953863368,2.680568548556733,0.05,slightly_saline
50,gpr_dataset_0050.in,datasets/run-fe3/files/gpr_dataset_0050.in,0.49250676408451177,31.050636,43.234993,25.714371,0.2976473773621095,1.4843189814744568,2.6130504137045945,0.05,saline
51,gpr_dataset_0051.in,datasets/run-fe3/files/gpr_dataset_0051.in,0.5901977489888834,28.225286,46.714068,25.060646,0.15182019067076624,1.410774779997414,2.660823250574499,0.05,brackish
52,gpr_dataset_0052.in,datasets/run-fe3/files/gpr_dataset_0052.in,0.5322150497950136,34.242653,37.019524,28.737823,0.14857578504205796,1.3773739033314185,2.660212781602274,0.05,saline
53,gpr_dataset_0053.in,datasets/run-fe3/files/gpr_dataset_0053.in,0.25109882155020835,28.35633,48.878921,22.764749,0.1323823325535348,1.5968313359648825,2.637356844309295,0.05,slightly_saline
54,gpr_dataset_0054.in,datasets/run-fe3/files/gpr_dataset_0054.in,0.22738381470941843,33.140305,45.039215,21.82048,0.18090289771944318,1.225852279686433,2.668810731325353,0.05,brackish
55,gpr_dataset_0055.in,datasets/run-fe3/files/gpr_dataset_0055.in,0.5097769864579124,35.762379,48.41793,15.819691,0.28943191397814116,1.2419355124479414,2.6394438041428736,0.05,fresh
56,gpr_dataset_0056.in,datasets/run-fe3/files/gpr_dataset_0056.in,0.8270879158417535,29.831298,46.040073,24.128629,0.14999841784026882,1.3194563928206509,2.6265916403450795,0.05,brackish
57,gpr_dataset_0057.in,datasets/run-fe3/files/gpr_dataset_0057.in,0.8888985375352171,34.396245,49.0877,16.516055,0.24408477111500476,1.3666272711562368,2.679889672863084,0.05,fresh
58,gpr_dataset_0058.in,datasets/run-fe3/files/gpr_dataset_0058.in,0.8405717746841271,37.921152,34.423115,27.655733,0.23168417189664842,1.2780548799479525,2.633891021388534,0.05,brackish
59,gpr_dataset_0059.in,datasets/run-fe3/files/gpr_dataset_0059.in,0.5985738075607432,41.49945,42.492599,16.007951,0.2286144216377522,1.2228614249121248,2.6222857567654585,0.05,slightly_saline
60,gpr_dataset_0060.in,datasets/run-fe3/files/gpr_dataset_0060.in,0.37235542299162183,43.842562,38.804608,17.35283,0.27057094742531884,1.349540682594834,2.6933361854708258,0.05,brackish
61,gpr_dataset_0061.in,datasets/run-fe3/files/gpr_dataset_0061.in,0.7695963344946845,40.265566,38.914735,20.819699,0.2914958983212078,1.2253473684336673,2.651709972114537,0.05,brackish
62,gpr_dataset_0062.in,datasets/run-fe3/files/gpr_dataset_0062.in,0.2625524709866356,43.169573,43.249396,13.581031,0.26372479479513933,1.4985803353175506,2.647050856108116,0.05,fresh
63,gpr_dataset_0063.in,datasets/run-fe3/files/gpr_dataset_0063.in,0.6655878477361536,30.753887,44.496845,24.749268,0.16908833204598211,1.515074564463259,2.604953411534874,0.05,saline
64,gpr_dataset_0064.in,datasets/run-fe3/files/gpr_dataset_0064.in,0.6000638552694205,39.562384,46.028942,14.408674,0.19939164177067686,1.2232328323871395,2.698371051375139,0.05,fresh
65,gpr_dataset_0065.in,datasets/run-fe3/files/gpr_dataset_0065.in,0.7737304918323717,29.091683,46.585512,24.322805,0.1423750555737555,1.5650158790489788,2.6621790793704188,0.05,slightly_saline
66,gpr_dataset_0066.in,datasets/run-fe3/files/gpr_dataset_0066.in,0.2578879014207528,38.543528,42.213955,19.242517,0.21428599025257875,1.2524113001061883,2.6841474187523535,0.05,slightly_saline
67,gpr_dataset_0067.in,datasets/run-fe3/files/gpr_dataset_0067.in,0.3655410024392418,43.300431,43.305204,13.394365,0.2654162737197268,1.2669988755836414,2.6441917999844082,0.05,brackish
68,gpr_dataset_0068.in,datasets/run-fe3/files/gpr_dataset_0068.in,0.24266205925278683,30.520781,40.49921,28.980009,0.21038480604099713,1.2712598937868318,2.643773657651277,0.05,brackish
69,gpr_dataset_0069.in,datasets/run-fe3/files/gpr_dataset_0069.in,0.38374586067459926,32.134497,44.342703,23.5228,0.2938440046614425,1.4799042706127077,2.686000709327239,0.05,brackish
70,gpr_dataset_0070.in,datasets/run-fe3/files/gpr_dataset_0070.in,0.39820445296588536,36.970692,33.749215,29.280093,0.16882130196476386,1.2833397582653003,2.633857045685736,0.05,brackish
71,gpr_dataset_0071.in,datasets/run-fe3/files/gpr_dataset_0071.in,0.2679674575853077,36.679644,41.14225,22.178106,0.24374951171350767,1.4342382303286147,2.6881116355387022,0.05,brackish
72,gpr_dataset_0072.in,datasets/run-fe3/files/gpr_dataset_0072.in,0.7321158976693023,41.623805,32.884255,25.49194,0.20715100155326394,1.2200020689352844,2.6555278386887413,0.05,saline
73,gpr_dataset_0073.in,datasets/run-fe3/files/gpr_dataset_0073.in,0.2624560369049861,37.557549,47.662972,14.779479,0.10648591945140012,1.3690114072543198,2.6973401353644544,0.05,slightly_saline
74,gpr_dataset_0074.in,datasets/run-fe3/files/gpr_dataset_0074.in,0.3379291893796055,37.897685,39.841169,22.261146,0.143406192351594,1.4801658173644998,2.6162059517950147,0.05,saline
75,gpr_dataset_0075.in,datasets/run-fe3/files/gpr_dataset_0075.in,0.66953382828865,45.866991,43.0252,11.107809,0.16636940359004965,1.409379454862837,2.677662968190079,0.05,brackish
76,gpr_dataset_0076.in,datasets/run-fe3/files/gpr_dataset_0076.in,0.5776713523252364,47.313064,40.340965,12.345971,0.11942282660658243,1.3617169386199017,2.6455755252819966,0.05,brackish
77,gpr_dataset_0077.in,datasets/run-fe3/files/gpr_dataset_0077.in,0.5557916333089392,46.697443,42.011477,11.29108,0.11990264896391112,1.5037209764427284,2.677909636503732,0.05,fresh
78,gpr_dataset_0078.in,datasets/run-fe3/files/gpr_dataset_0078.in,0.6131731077882816,24.713745,48.868108,26.418147,0.15186732478796888,1.5686967586602036,2.669845470111573,0.05,fresh
79,gpr_dataset_0079.in,datasets/run-fe3/files/gpr_dataset_0079.in,0.6616949501042408,41.463,39.601006,18.935994,0.21431653904070597,1.2639411611928568,2.6096482241216252,0.05,fresh
80,gpr_dataset_0080.in,datasets/run-fe3/files/gpr_dataset_0080.in,0.40233720459165967,39.522708,42.073765,18.403527,0.12145202901781504,1.5277966122649893,2.6222337349823523,0.05,fresh
81,gpr_dataset_0081.in,datasets/run-fe3/files/gpr_dataset_0081.in,0.342333030586087,48.058649,38.858058,13.083293,0.14681183341414414,1.4921432886147674,2.649482660640843,0.05,slightly_saline
82,gpr_dataset_0082.in,datasets/run-fe3/files/gpr_dataset_0082.in,0.8652369476602697,39.083945,44.047361,16.868694,0.23281708771066803,1.4672969045801487,2.627887645907844,0.05,fresh
83,gpr_dataset_0083.in,datasets/run-fe3/files/gpr_dataset_0083.in,0.8397930836825838,27.581358,44.547171,27.871471,0.2567184701255193,1.5405835382751385,2.6188467162617197,0.05,fresh
84,gpr_dataset_0084.in,datasets/run-fe3/files/gpr_dataset_0084.in,0.8048011546299303,37.457229,37.866167,24.676604,0.28561116303492695,1.4566112045272135,2.611571276885791,0.05,saline
85,gpr_dataset_0085.in,datasets/run-fe3/files/gpr_dataset_0085.in,0.13319570470030317,39.656824,39.713696,20.62948,0.1796747581966484,1.223911556081091,2.6772958888917673,0.05,saline
86,gpr_dataset_0086.in,datasets/run-fe3/files/gpr_dataset_0086.in,0.451603020517821,39.121092,40.124007,20.754901,0.13057176114872224,1.4323678821620431,2.6059175907465497,0.05,brackish
87,gpr_dataset_0087.in,datasets/run-fe3/files/gpr_dataset_0087.in,0.2069200677077861,36.048107,40.236559,23.715334,0.1035462510757354,1.5303495780123195,2.6264919516552716,0.05,saline
88,gpr_dataset_0088.in,datasets/run-fe3/files/gpr_dataset_0088.in,0.256767737779398,35.575476,47.436546,16.987978,0.26759224564044315,1.5201134308096425,2.6258434115542713,0.05,fresh
89,gpr_dataset_0089.in,datasets/run-fe3/files/gpr_dataset_0089.in,0.7600689872010437,45.958105,40.444808,13.597087,0.11246039006775888,1.5705241930265963,2.6119246816716593,0.05,fresh
90,gpr_dataset_0090.in,datasets/run-fe3/files/gpr_dataset_0090.in,0.5198167056743108,28.661353,45.702497,25.63615,0.1627693144416326,1.395454239615024,2.638251285887174,0.05,slightly_saline
91,gpr_dataset_0091.in,datasets/run-fe3/files/gpr_dataset_0091.in,0.3846576185813215,33.841724,45.452585,20.705691,0.27041486675999005,1.3683063617402933,2.649701272000783,0.05,slightly_saline
92,gpr_dataset_0092.in,datasets/run-fe3/files/gpr_dataset_0092.in,0.8072721022080257,40.585762,35.666036,23.748202,0.248885034310111,1.3608817898406576,2.63959673051442,0.05,saline
93,gpr_dataset_0093.in,datasets/run-fe3/files/gpr_dataset_0093.in,0.9501295170133242,38.524652,41.653146,19.822202,0.15220844806567085,1.341615444650621,2.6771204042242918,0.05,brackish
94,gpr_dataset_0094.in,datasets/run-fe3/files/gpr_dataset_0094.in,0.37012441943705066,34.38181,37.112075,28.506115,0.18708498240917346,1.3673686756045913,2.6931567975565316,0.05,saline
95,gpr_dataset_0095.in,datasets/run-fe3/files/gpr_dataset_0095.in,0.7152198778613457,29.186483,42.359118,28.454399,0.20438039405227565,1.3916440637661942,2.6970080524377984,0.05,brackish
96,gpr_dataset_0096.in,datasets/run-fe3/files/gpr_dataset_0096.in,0.7297417239399544,39.244319,44.087562,16.668119,0.14844274821030398,1.5973219542472443,2.663869943828965,0.05,brackish
97,gpr_dataset_0097.in,datasets/run-fe3/files/gpr_dataset_0097.in,0.265700284277172,42.439384,32.277782,25.282834,0.12355861924157462,1.5238419509512464,2.656008933845399,0.05,slightly_saline
98,gpr_dataset_0098.in,datasets/run-fe3/files/gpr_dataset_0098.in,0.2112410726470627,37.686979,46.13759,16.175431,0.24791914893238762,1.3808090671252509,2.6151030658090493,0.05,slightly_saline
99,gpr_dataset_0099.in,datasets/run-fe3/files/gpr_dataset_0099.in,0.22798769050958645,41.874138,37.771935,20.353927,0.23578293286180954,1.310990855869259,2.642557633601451,0.05,saline
100,gpr_dataset_0100.in,datasets/run-fe3/files/gpr_dataset_0100.in,0.9848112443399685,44.640214,43.612515,11.747271,0.22312572338547096,1.5167642340714007,2.643785751924593,0.05,fresh
101,gpr_dataset_0101.in,datasets/run-fe3/files/gpr_dataset_0101.in,0.8779400366803416,43.821028,39.160677,17.018295,0.13034133821293323,1.2252942174311603,2.689550134743539,0.05,saline
102,gpr_dataset_0102.in,datasets/run-fe3/files/gpr_dataset_0102.in,0.7566369853721439,44.074229,38.01407,17.911701,0.18800344322114027,1.3455124076099116,2.6074795103378845,0.05,slightly_saline
103,gpr_dataset_0103.in,datasets/run-fe3/files/gpr_dataset_0103.in,0.8451353933539203,44.601253,41.181174,14.217573,0.21150820023862202,1.5588020560984606,2.620455291969528,0.05,fresh
104,gpr_dataset_0104.in,datasets/run-fe3/files/gpr_dataset_0104.in,0.7948533419200599,39.458781,39.605686,20.935533,0.2254417146190508,1.3363949994170354,2.6825997174840017,0.05,saline
105,gpr_dataset_0105.in,datasets/run-fe3/files/gpr_dataset_0105.in,0.25839174866833403,32.7477,39.745828,27.506472,0.1751400564120542,1.2076635800999147,2.6393275400707368,0.05,fresh
106,gpr_dataset_0106.in,datasets/run-fe3/files/gpr_dataset_0106.in,0.32389766655608654,34.572607,36.743299,28.684094,0.20831091841448712,1.389780223268897,2.651993334239428,0.05,fresh
107,gpr_dataset_0107.in,datasets/run-fe3/files/gpr_dataset_0107.in,0.27955857755362157,38.617623,47.730319,13.652058,0.24071576196264288,1.5854882082650692,2.6688400729412525,0.05,saline
108,gpr_dataset_0108.in,datasets/run-fe3/files/gpr_dataset_0108.in,0.6631355959704625,32.209956,41.409749,26.380295,0.1053510081321149,1.309423914148688,2.6684562437089756,0.05,slightly_saline
109,gpr_dataset_0109.in,datasets/run-fe3/files/gpr_dataset_0109.in,0.9965435865942863,45.859797,34.268012,19.872191,0.17428479180123543,1.2364749874416319,2.6507046819561606,0.05,saline
110,gpr_dataset_0110.in,datasets/run-fe3/files/gpr_dataset_0110.in,0.4076226455126182,30.326498,42.934568,26.738934,0.1942266230962576,1.3372892774676937,2.6728846945513043,0.05,saline
111,gpr_dataset_0111.in,datasets/run-fe3/files/gpr_dataset_0111.in,0.9934602359505005,45.328455,40.056145,14.6154,0.24817997559130486,1.228870215299933,2.654444084984334,0.05,fresh
112,gpr_dataset_0112.in,datasets/run-fe3/files/gpr_dataset_0112.in,0.6819133404504131,38.646237,40.20567,21.148093,0.10418388981904825,1.2210305192333113,2.6496785933396736,0.05,fresh
113,gpr_dataset_0113.in,datasets/run-fe3/files/gpr_dataset_0113.in,0.49266104223686535,44.802353,37.535783,17.661864,0.10576163839751325,1.4114047766347557,2.601585292247807,0.05,fresh
114,gpr_dataset_0114.in,datasets/run-fe3/files/gpr_dataset_0114.in,0.9057441993348466,37.496662,39.589236,22.914102,0.2483614082059248,1.2306206578939072,2.6178790298859997,0.05,brackish
115,gpr_dataset_0115.in,datasets/run-fe3/files/gpr_dataset_0115.in,0.13220382757054733,39.968297,41.145514,18.886189,0.20652403453377388,1.5209501336408242,2.663706731313536,0.05,brackish
116,gpr_dataset_0116.in,datasets/run-fe3/files/gpr_dataset_0116.in,0.2168716733830086,43.358774,40.178401,16.462825,0.2580593332097503,1.417147100509041,2.6138779049535876,0.05,slightly_saline
117,gpr_dataset_0117.in,datasets/run-fe3/files/gpr_dataset_0117.in,0.7874958182132222,38.120941,44.390621,17.488438,0.10513600646879123,1.440940686830493,2.655425294860403,0.05,fresh
118,gpr_dataset_0118.in,datasets/run-fe3/files/gpr_dataset_0118.in,0.47232677851954963,48.157556,32.214681,19.627763,0.2678720072668149,1.2984795036917995,2.649733256063978,0.05,fresh
119,gpr_dataset_0119.in,datasets/run-fe3/files/gpr_dataset_0119.in,0.21826681027281297,40.867569,40.740224,18.392207,0.21534979841275956,1.320324119174401,2.6566696971979664,0.05,saline
120,gpr_dataset_0120.in,datasets/run-fe3/files/gpr_dataset_0120.in,0.3596386328575044,34.300859,49.029084,16.670057,0.1368961397130904,1.4964306832530454,2.6193637806254992,0.05,fresh
121,gpr_dataset_0121.in,datasets/run-fe3/files/gpr_dataset_0121.in,0.9245519290096436,36.303495,40.385868,23.310637,0.14631817302233419,1.4349969434701877,2.6071189276864795,0.05,fresh
122,gpr_dataset_0122.in,datasets/run-fe3/files/gpr_dataset_0122.in,0.6146033906528227,38.618712,41.97218,19.409108,0.165098963086504,1.5239890666442344,2.6663416410729828,0.05,slightly_saline
123,gpr_dataset_0123.in,datasets/run-fe3/files/gpr_dataset_0123.in,0.32223009253118445,44.880997,36.957146,18.161857,0.12603318550394477,1.231425574671885,2.679195018897532,0.05,saline
124,gpr_dataset_0124.in,datasets/run-fe3/files/gpr_dataset_0124.in,0.7641428312309838,34.76027,44.026625,21.213105,0.10116647559826941,1.5642486911572453,2.64616127986386,0.05,brackish
125,gpr_dataset_0125.in,datasets/run-fe3/files/gpr_dataset_0125.in,0.7911730301710717,30.707826,42.58796,26.704214,0.240074539214921,1.537717248279156,2.6203242467337122,0.05,brackish
126,gpr_dataset_0126.in,datasets/run-fe3/files/gpr_dataset_0126.in,0.7302164417082609,30.495106,49.43927,20.065624,0.16498880523566065,1.446687832512561,2.6024858770200656,0.05,slightly_saline
127,gpr_dataset_0127.in,datasets/run-fe3/files/gpr_dataset_0127.in,0.8584506029807857,40.89687,41.855762,17.247368,0.28684084997524256,1.51229175545429,2.6943354819511565,0.05,fresh
128,gpr_dataset_0128.in,datasets/run-fe3/files/gpr_dataset_0128.in,0.1100192308115236,30.015638,44.561427,25.422935,0.23985735774118858,1.4670189163066114,2.690827563226214,0.05,slightly_saline
129,gpr_dataset_0129.in,datasets/run-fe3/files/gpr_dataset_0129.in,0.7380842705091213,37.282603,44.225406,18.491991,0.21357078820398162,1.2143622852088185,2.6640529229110497,0.05,brackish
130,gpr_dataset_0130.in,datasets/run-fe3/files/gpr_dataset_0130.in,0.9982682063229342,27.583918,48.927163,23.488919,0.28680168422463725,1.5775804042761281,2.6959200149665663,0.05,slightly_saline
131,gpr_dataset_0131.in,datasets/run-fe3/files/gpr_dataset_0131.in,0.8602067153301639,39.895082,40.691879,19.413039,0.16119462698787887,1.3121290131957033,2.677196181122005,0.05,saline
132,gpr_dataset_0132.in,datasets/run-fe3/files/gpr_dataset_0132.in,0.98867357245727,30.599194,44.945914,24.454892,0.11071063546477787,1.2655733396084319,2.6922297271418616,0.05,saline
133,gpr_dataset_0133.in,datasets/run-fe3/files/gpr_dataset_0133.in,0.5857084474635281,44.15008,35.475093,20.374827,0.12244367188427661,1.4059171462443354,2.6011784328251912,0.05,slightly_saline
134,gpr_dataset_0134.in,datasets/run-fe3/files/gpr_dataset_0134.in,0.5795618058408217,36.157383,40.068325,23.774292,0.11683016159835298,1.4709291694188102,2.6796985429184423,0.05,saline
135,gpr_dataset_0135.in,datasets/run-fe3/files/gpr_dataset_0135.in,0.17818385825681404,43.081604,38.526564,18.391832,0.24518493135742817,1.4189015007494414,2.6651875712375466,0.05,saline
136,gpr_dataset_0136.in,datasets/run-fe3/files/gpr_dataset_0136.in,0.20359267698848807,46.540309,36.638159,16.821532,0.20267907730450097,1.2677730748553468,2.6055412685072543,0.05,brackish
137,gpr_dataset_0137.in,datasets/run-fe3/files/gpr_dataset_0137.in,0.7380725700282518,32.433905,41.883397,25.682698,0.115958269115632,1.3067936867446863,2.660087827370646,0.05,fresh
138,gpr_dataset_0138.in,datasets/run-fe3/files/gpr_dataset_0138.in,0.8466498757991942,39.617153,44.340335,16.042512,0.2219024295015508,1.3649488011968212,2.6051483609396753,0.05,saline
139,gpr_dataset_0139.in,datasets/run-fe3/files/gpr_dataset_0139.in,0.6093178502183833,49.184329,38.196947,12.618724,0.24382462760982307,1.508140086884412,2.687660613583686,0.05,brackish
