sample_index,filename,filepath,layer_1_thickness_m,layer_1_sand_pct,layer_1_silt_pct,layer_1_clay_pct,layer_1_theta_v,layer_1_bulk_density_gcm3,layer_1_particle_density_gcm3,layer_1_organic_fraction,layer_1_salinity_class,layer_2_thickness_m,layer_2_sand_pct,layer_2_silt_pct,layer_2_clay_pct,layer_2_theta_v,layer_2_bulk_density_gcm3,layer_2_particle_density_gcm3,layer_2_organic_fraction,layer_2_salinity_class
68,gpr_dataset_0068.in,datasets/check001/files/gpr_dataset_0068.in,0.29011103397028537,59.517747,22.914464,17.567789,0.23166987922232174,1.5933527588356142,2.635867384121232,0.05,,0.578697749921061,37.67521,41.685191,20.639599,0.18957189392793178,1.406407236420911,2.678679459045462,0.02,
69,gpr_dataset_0069.in,datasets/check001/files/gpr_dataset_0069.in,0.14871377943280473,50.320024,37.033124,12.646852,0.2647736063832877,1.3621472111039976,2.6215951351918676,0.05,,0.9087867987386813,38.644684,41.505401,19.849915,0.19915864638959752,1.4077340449358595,2.601486032723071,0.02,
70,gpr_dataset_0070.in,datasets/check001/files/gpr_dataset_0070.in,0.2579969328469508,53.94132,31.907132,14.151547,0.15785985267917646,1.522515417086245,2.6526085526597867,0.05,,0.821965692523797,37.564917,43.301048,19.134035,0.11635810150057684,1.5511516069357463,2.694541564297011,0.02,
71,gpr_dataset_0071.in,datasets/check001/files/gpr_dataset_0071.in,0.10867300737983435,51.437095,34.50386,14.059046,0.21870637831465228,1.5892078549366087,2.606082540749451,0.05,,0.6352873376988543,37.412427,43.009293,19.57828,0.23645512436728439,1.422047214729935,2.608079047741079,0.02,
72,gpr_dataset_0072.in,datasets/check001/files/gpr_dataset_0072.in,0.221659484726688,49.68883,30.669796,19.641373,0.2322534651072541,1.3975556329956005,2.6994627755860927,0.05,,0.6713897862019271,40.210401,43.33285,16.456749,0.20526691278190995,1.6558378211886724,2.665091666488131,0.02,
73,gpr_dataset_0073.in,datasets/check001/files/gpr_dataset_0073.in,0.2537925460209477,58.366576,26.064281,15.569143,0.18427403615468765,1.4016794856505526,2.645349890290745,0.05,,0.5911927551830467,34.642614,41.846113,23.511273,0.15614515351533054,1.445791677430617,2.6922985035734386,0.02,
74,gpr_dataset_0074.in,datasets/check001/files/gpr_dataset_0074.in,0.11342666162732956,51.396588,33.999889,14.603524,0.23796976241092155,1.4684759241976217,2.6329645981416205,0.05,,0.3855618997481915,36.033612,42.093829,21.87256,0.23021382233035975,1.6163182036238448,2.6968398625311476,0.02,
75,gpr_dataset_0075.in,datasets/check001/files/gpr_dataset_0075.in,0.2200820182449354,51.844805,34.787069,13.368126,0.24851044544822282,1.3672734607322696,2.610821838192727,0.05,,0.8917613930209416,36.142495,43.787706,20.069799,0.22108320567285167,1.6535465483985075,2.697454660212571,0.02,
76,gpr_dataset_0076.in,datasets/check001/files/gpr_dataset_0076.in,0.2636853719081339,54.798793,34.442475,10.758732,0.28936264364924047,1.548838236987899,2.626744772515411,0.05,,0.4262912503725981,44.665031,36.681528,18.653441,0.10091586841054881,1.6609588119609313,2.6566321094761376,0.02,
77,gpr_dataset_0077.in,datasets/check001/files/gpr_dataset_0077.in,0.1801568687999031,49.922782,38.065948,12.01127,0.261916764300856,1.3645398640100534,2.6419832493764503,0.05,,0.5386271872385329,35.755816,42.477391,21.766793,0.1851390334921596,1.4254871119931538,2.6052608826425523,0.02,
78,gpr_dataset_0078.in,datasets/check001/files/gpr_dataset_0078.in,0.13148197942143064,53.123244,33.969498,12.907259,0.24929080392123917,1.4456985114672989,2.644204418669778,0.05,,0.4912167910553386,46.650288,33.386674,19.963037,0.1424869705120674,1.60354587642804,2.648663275336425,0.02,
79,gpr_dataset_0079.in,datasets/check001/files/gpr_dataset_0079.in,0.23342651174726992,48.237071,32.904492,18.858437,0.15115306288498243,1.390425808605531,2.621123397922031,0.05,,0.3960643636801289,40.473009,42.146847,17.380145,0.21205211851446518,1.4527084405627526,2.6380207445715236,0.02,
80,gpr_dataset_0080.in,datasets/check001/files/gpr_dataset_0080.in,0.24073425267653273,47.744847,35.009612,17.245541,0.16081132448882368,1.5585293086067766,2.6042302261562793,0.05,,0.313119075609952,41.592496,40.578051,17.829453,0.18600995213287647,1.6128496884706802,2.641769395984348,0.02,
81,gpr_dataset_0081.in,datasets/check001/files/gpr_dataset_0081.in,0.12303467453275965,48.39386,33.86347,17.742671,0.16321948219468269,1.5533453079444093,2.6243316474822733,0.05,,0.7122099018120382,41.948571,39.291588,18.759841,0.1509269921722696,1.4999205867479395,2.6168132708045686,0.02,
82,gpr_dataset_0082.in,datasets/check001/files/gpr_dataset_0082.in,0.20209665690842965,47.117279,34.642998,18.239723,0.2722555508625021,1.3708806546840173,2.6146444218277693,0.05,,0.43809026197678824,38.64442,41.545259,19.810321,0.12657191934208437,1.631854426774268,2.649411702501739,0.02,
83,gpr_dataset_0083.in,datasets/check001/files/gpr_dataset_0083.in,0.2508891650493972,53.373663,28.020588,18.605749,0.23467376751041988,1.490589495718178,2.6624521779441896,0.05,,0.9049728123819913,46.625804,36.186812,17.187385,0.16633120957544273,1.4908461305417038,2.627467366748616,0.02,
84,gpr_dataset_0084.in,datasets/check001/files/gpr_dataset_0084.in,0.11123442404261562,55.182692,28.840094,15.977214,0.15853350762509286,1.5495089894989365,2.6076731001173457,0.05,,0.9049750237476673,43.028208,38.638507,18.333285,0.16940674883909085,1.566294911401491,2.679181779726536,0.02,
85,gpr_dataset_0085.in,datasets/check001/files/gpr_dataset_0085.in,0.27917535311136055,48.171251,35.587989,16.24076,0.19822901443206425,1.442688708382921,2.615086107669564,0.05,,0.3433115900707705,32.562727,48.719689,18.717584,0.2071473323751194,1.551364700450287,2.6172558911436368,0.02,
86,gpr_dataset_0086.in,datasets/check001/files/gpr_dataset_0086.in,0.14954874471965685,52.554271,31.031691,16.414038,0.1738119311972312,1.4118555946303981,2.628289357861442,0.05,,0.5861385780731242,36.182158,41.289923,22.527919,0.19709580354539602,1.419773556283915,2.6094505947515096,0.02,
87,gpr_dataset_0087.in,datasets/check001/files/gpr_dataset_0087.in,0.2356758689680162,47.230565,35.64259,17.126844,0.2859514045745516,1.5619838986181618,2.633336203606056,0.05,,0.7079176602104937,42.788978,36.823146,20.387876,0.24070032993486412,1.4928745662247882,2.6376679306056303,0.02,
88,gpr_dataset_0088.in,datasets/check001/files/gpr_dataset_0088.in,0.2583323915727087,52.117434,30.940798,16.941768,0.2608162008194224,1.505624332083273,2.6526393339734176,0.05,,0.7522173745134415,40.780087,39.474503,19.74541,0.1270394384315267,1.4642577983626701,2.694766826753435,0.02,
89,gpr_dataset_0089.in,datasets/check001/files/gpr_dataset_0089.in,0.19725418417454543,57.051483,29.148231,13.800287,0.2766642583028825,1.3303422291003684,2.6770874720363103,0.05,,0.8845838786441891,49.251546,31.772878,18.975576,0.21494614066708623,1.4393147124288523,2.6376719870822525,0.02,
90,gpr_dataset_0090.in,datasets/check001/files/gpr_dataset_0090.in,0.1324494424176901,51.413895,32.161052,16.425053,0.1748308748616088,1.4313020215415042,2.6410858611496533,0.05,,0.773454045531973,37.985504,42.503645,19.510851,0.21228047771431546,1.534678388910002,2.6534011149698262,0.02,
91,gpr_dataset_0091.in,datasets/check001/files/gpr_dataset_0091.in,0.16189357931255793,54.061941,28.276422,17.661637,0.20517614373375492,1.584139051073237,2.698443979353158,0.05,,0.6231759849086924,38.09342,40.233524,21.673056,0.2449402229808921,1.645067371874372,2.680125922415155,0.02,
92,gpr_dataset_0092.in,datasets/check001/files/gpr_dataset_0092.in,0.12767970692068625,46.600891,33.991243,19.407866,0.2331811118136647,1.330776919524523,2.684589227673344,0.05,,0.8958162336593452,36.174601,45.862442,17.962957,0.23579593134673618,1.4442045967974813,2.6437472560194983,0.02,
93,gpr_dataset_0093.in,datasets/check001/files/gpr_dataset_0093.in,0.2892826526023521,51.105317,33.374927,15.519756,0.15400052862044078,1.3159770661513224,2.650200711469324,0.05,,0.4650446517044028,41.588249,40.020244,18.391506,0.2187070956223264,1.4412798763177614,2.6286879397313268,0.02,
94,gpr_dataset_0094.in,datasets/check001/files/gpr_dataset_0094.in,0.2659523166305645,57.514573,24.293556,18.191871,0.21729022109733698,1.3015753594916855,2.607922577127072,0.05,,0.47914674990593126,42.474071,37.268708,20.257221,0.17916572588300866,1.4333560580972715,2.6288101578039234,0.02,
95,gpr_dataset_0095.in,datasets/check001/files/gpr_dataset_0095.in,0.160230238917244,59.410224,23.254802,17.334975,0.186290720163149,1.343073052073878,2.6429238893103335,0.05,,0.7303667079431655,36.726053,40.439738,22.834209,0.11284209324808928,1.6923963472856665,2.6067679322908845,0.02,
96,gpr_dataset_0096.in,datasets/check001/files/gpr_dataset_0096.in,0.2052118890644341,47.552696,37.709679,14.737626,0.20856805988400962,1.4410405234475459,2.6635670791468633,0.05,,0.9867275957860921,35.878032,43.426616,20.695351,0.21572520611647886,1.6205560954436933,2.6332518608371984,0.02,
97,gpr_dataset_0097.in,datasets/check001/files/gpr_dataset_0097.in,0.10886713765904164,51.465114,36.658262,11.876624,0.26687138902174223,1.4393868699241115,2.6695389251996064,0.05,,0.7422150934308365,46.112888,31.182847,22.704265,0.16865193661710298,1.4880327713525092,2.6043806275659125,0.02,
98,gpr_dataset_0098.in,datasets/check001/files/gpr_dataset_0098.in,0.13989396674303767,57.942094,29.910592,12.147314,0.2629936378228297,1.3573310292201732,2.6356974176035366,0.05,,0.8465890968848975,47.221895,36.565652,16.212453,0.15520287614720096,1.6668459551036845,2.674330770551962,0.02,
99,gpr_dataset_0099.in,datasets/check001/files/gpr_dataset_0099.in,0.27892749899101066,46.719366,38.636296,14.644338,0.2246285088740441,1.5772931399880892,2.6519275853534943,0.05,,0.8608036611812415,45.850805,32.506704,21.642491,0.22335119193098302,1.563642319203391,2.6321211428214597,0.02,
100,gpr_dataset_0100.in,datasets/check001/files/gpr_dataset_0100.in,0.11601378221499906,55.799375,27.397168,16.803457,0.2139174109324568,1.506929442533646,2.635154698377199,0.05,,0.32964861399509066,43.314681,33.857281,22.828038,0.14118330401122864,1.6940081837582837,2.6947904378603087,0.02,
