sample_index,filename,filepath,layer_1_thickness_m,layer_1_sand_pct,layer_1_silt_pct,layer_1_clay_pct,layer_1_theta_v,layer_1_bulk_density_gcm3,layer_1_particle_density_gcm3,layer_1_organic_fraction,layer_1_salinity_class
51,gpr_dataset_0051.in,datasets/sam-29/files/gpr_dataset_0051.in,0.2398570356779262,43.695436,29.540061,26.764503,0.05909109621525335,1.5477190803938967,2.615518957477393,0.02,fresh
52,gpr_dataset_0052.in,datasets/sam-29/files/gpr_dataset_0052.in,0.45038472154734077,47.937193,37.28643,14.776377,0.0768470093983374,1.4277901860697297,2.6769649473618413,0.02,fresh
53,gpr_dataset_0053.in,datasets/sam-29/files/gpr_dataset_0053.in,0.29619502790856667,45.326638,31.996253,22.677109,0.0561232453761924,1.4375921302880277,2.6541542018269437,0.02,fresh
54,gpr_dataset_0054.in,datasets/sam-29/files/gpr_dataset_0054.in,0.4946629200395706,43.278711,32.170295,24.550994,0.057329746545923314,1.57285825150237,2.6982525303957496,0.02,fresh
55,gpr_dataset_0055.in,datasets/sam-29/files/gpr_dataset_0055.in,0.23042784877796693,49.923993,33.203722,16.872285,0.11655609492252046,1.3433982668521418,2.6708560701862956,0.02,fresh
56,gpr_dataset_0056.in,datasets/sam-29/files/gpr_dataset_0056.in,0.34519784543056403,43.021696,27.974428,29.003876,0.22928499725925655,1.5059748246783229,2.6823197545231667,0.02,fresh
57,gpr_dataset_0057.in,datasets/sam-29/files/gpr_dataset_0057.in,0.40491016343575736,40.372976,38.912194,20.71483,0.22811932929304396,1.3401273224635895,2.674531796929621,0.02,fresh
58,gpr_dataset_0058.in,datasets/sam-29/files/gpr_dataset_0058.in,0.24644113366115492,39.797881,34.216443,25.985676,0.1516524849876178,1.4281115172237655,2.633005798342673,0.02,fresh
59,gpr_dataset_0059.in,datasets/sam-29/files/gpr_dataset_0059.in,0.28171977964714556,43.558878,38.956809,17.484313,0.21865152006300104,1.5035235656574928,2.6154075361815914,0.02,fresh
60,gpr_dataset_0060.in,datasets/sam-29/files/gpr_dataset_0060.in,0.4780031259283687,45.315678,34.905115,19.779207,0.1474720600318507,1.3688316745764413,2.671075547229039,0.02,fresh
61,gpr_dataset_0061.in,datasets/sam-29/files/gpr_dataset_0061.in,0.24092820858682848,41.69266,36.365672,21.941668,0.08402419033743258,1.487227296342056,2.6670354834204866,0.02,fresh
62,gpr_dataset_0062.in,datasets/sam-29/files/gpr_dataset_0062.in,0.3165450120237109,47.648151,28.64586,23.705989,0.09752791318873905,1.5527462592238523,2.6390581524083196,0.02,fresh
63,gpr_dataset_0063.in,datasets/sam-29/files/gpr_dataset_0063.in,0.23449088173774768,44.389513,26.153347,29.45714,0.12038079204180817,1.4376092215337866,2.6150052134474797,0.02,fresh
64,gpr_dataset_0064.in,datasets/sam-29/files/gpr_dataset_0064.in,0.3543957409943429,45.715104,30.044646,24.24025,0.18082682462281724,1.5714678504223252,2.687209876971533,0.02,fresh
65,gpr_dataset_0065.in,datasets/sam-29/files/gpr_dataset_0065.in,0.44425119267959645,44.731776,25.605608,29.662616,0.13244895867361467,1.5554725426368687,2.651845868825104,0.02,fresh
66,gpr_dataset_0066.in,datasets/sam-29/files/gpr_dataset_0066.in,0.3848893206044979,43.806068,27.713842,28.48009,0.07080801961721167,1.4902218021677394,2.6926654327935204,0.02,fresh
67,gpr_dataset_0067.in,datasets/sam-29/files/gpr_dataset_0067.in,0.35222899965856536,48.802697,38.772179,12.425124,0.12043143161174424,1.4008426180015583,2.6065925748302297,0.02,fresh
68,gpr_dataset_0068.in,datasets/sam-29/files/gpr_dataset_0068.in,0.34260816892333923,42.502459,33.927891,23.56965,0.1187403100016077,1.4140940964500084,2.651168205068119,0.02,fresh
69,gpr_dataset_0069.in,datasets/sam-29/files/gpr_dataset_0069.in,0.3198690988225462,44.628102,35.145901,20.225997,0.15441293199660588,1.3930332956218145,2.682994198245453,0.02,fresh
70,gpr_dataset_0070.in,datasets/sam-29/files/gpr_dataset_0070.in,0.24738991155494477,41.68165,35.266978,23.051372,0.051079942118292615,1.5356631607223212,2.617384843604271,0.02,fresh
71,gpr_dataset_0071.in,datasets/sam-29/files/gpr_dataset_0071.in,0.43698176591119664,40.441736,35.929928,23.628336,0.18723696320263428,1.4640873380308859,2.6060192859538818,0.02,fresh
72,gpr_dataset_0072.in,datasets/sam-29/files/gpr_dataset_0072.in,0.2326727296031503,34.57658,37.423316,28.000104,0.11799424197893581,1.448056546973599,2.6857002321749137,0.02,fresh
73,gpr_dataset_0073.in,datasets/sam-29/files/gpr_dataset_0073.in,0.12626691787223898,47.097184,33.522014,19.380802,0.07468599351161494,1.3879791854491383,2.6742282359429983,0.02,fresh
74,gpr_dataset_0074.in,datasets/sam-29/files/gpr_dataset_0074.in,0.4712643669699855,46.4786,31.236106,22.285294,0.23859843907725758,1.5305511105978515,2.610649638011216,0.02,fresh
75,gpr_dataset_0075.in,datasets/sam-29/files/gpr_dataset_0075.in,0.23742555603777218,44.076454,29.24397,26.679576,0.19123144873927295,1.5372461399187913,2.680021513225959,0.02,fresh
76,gpr_dataset_0076.in,datasets/sam-29/files/gpr_dataset_0076.in,0.20427121885409832,42.641935,33.011379,24.346686,0.0814675839028968,1.3566995602991612,2.6648411027697088,0.02,fresh
77,gpr_dataset_0077.in,datasets/sam-29/files/gpr_dataset_0077.in,0.11130093500918203,41.56474,35.37356,23.0617,0.08351058430128425,1.5486700915524938,2.664401232562161,0.02,fresh
78,gpr_dataset_0078.in,datasets/sam-29/files/gpr_dataset_0078.in,0.2912037993147335,47.341377,39.09981,13.558813,0.2054879465702067,1.4760004061960168,2.6883876542077076,0.02,fresh
79,gpr_dataset_0079.in,datasets/sam-29/files/gpr_dataset_0079.in,0.46673539919749263,44.164055,31.278925,24.55702,0.10665287533584851,1.5613283293613849,2.6830573948628844,0.02,fresh
80,gpr_dataset_0080.in,datasets/sam-29/files/gpr_dataset_0080.in,0.36675239735421594,36.033953,37.126702,26.839345,0.20741051171670083,1.5869865546095847,2.681400698359867,0.02,fresh
81,gpr_dataset_0081.in,datasets/sam-29/files/gpr_dataset_0081.in,0.30443397752810153,42.388299,34.035989,23.575712,0.08330345367962441,1.4917833612164757,2.650818898681625,0.02,fresh
82,gpr_dataset_0082.in,datasets/sam-29/files/gpr_dataset_0082.in,0.48901252594925104,46.419595,24.247328,29.333077,0.2144524925464934,1.3185969369449952,2.6304334319723313,0.02,fresh
83,gpr_dataset_0083.in,datasets/sam-29/files/gpr_dataset_0083.in,0.10493862195575035,45.927761,35.844953,18.227286,0.19446157994392388,1.3913001343428057,2.662871320521126,0.02,fresh
84,gpr_dataset_0084.in,datasets/sam-29/files/gpr_dataset_0084.in,0.3735707441962475,46.283187,32.437403,21.27941,0.17560811664335885,1.301935944288064,2.616689331321624,0.02,fresh
85,gpr_dataset_0085.in,datasets/sam-29/files/gpr_dataset_0085.in,0.22949301984428716,42.301647,32.683634,25.014719,0.21839796150501006,1.5216835259931791,2.6733568985755833,0.02,fresh
86,gpr_dataset_0086.in,datasets/sam-29/files/gpr_dataset_0086.in,0.3071529037073466,45.521652,27.838905,26.639443,0.16614458251015868,1.570641926384032,2.6718879565571463,0.02,fresh
87,gpr_dataset_0087.in,datasets/sam-29/files/gpr_dataset_0087.in,0.2569544073747063,48.560002,27.200727,24.239271,0.17303008674525872,1.3167672753448099,2.640253401138622,0.02,fresh
88,gpr_dataset_0088.in,datasets/sam-29/files/gpr_dataset_0088.in,0.12197151584223764,45.494164,27.393283,27.112553,0.19886488642482492,1.465905912310421,2.650581237335417,0.02,fresh
89,gpr_dataset_0089.in,datasets/sam-29/files/gpr_dataset_0089.in,0.3009352894789604,47.151636,32.68766,20.160704,0.06460191298505574,1.5245596931886394,2.624280971919384,0.02,fresh
90,gpr_dataset_0090.in,datasets/sam-29/files/gpr_dataset_0090.in,0.23182367343822663,43.815524,29.812062,26.372414,0.055561566253393105,1.5383789358630346,2.6312159444293526,0.02,fresh
91,gpr_dataset_0091.in,datasets/sam-29/files/gpr_dataset_0091.in,0.21246765001038204,45.630351,36.884137,17.485512,0.1415356730371375,1.545488950552058,2.6410869744852303,0.02,fresh
92,gpr_dataset_0092.in,datasets/sam-29/files/gpr_dataset_0092.in,0.1995187261187187,46.919011,27.648731,25.432258,0.1387925946311805,1.5709555067295349,2.652178345303092,0.02,fresh
93,gpr_dataset_0093.in,datasets/sam-29/files/gpr_dataset_0093.in,0.14531509007144394,46.680672,24.609078,28.71025,0.23755056779286476,1.5484725810886897,2.6342898777903963,0.02,fresh
94,gpr_dataset_0094.in,datasets/sam-29/files/gpr_dataset_0094.in,0.34683670045201576,36.780796,36.892512,26.326692,0.23556050184813465,1.4874739928921927,2.6071583045539763,0.02,fresh
95,gpr_dataset_0095.in,datasets/sam-29/files/gpr_dataset_0095.in,0.1128190011793754,42.712985,39.874045,17.41297,0.18912425185722653,1.4883499839967482,2.617451080226273,0.02,fresh
96,gpr_dataset_0096.in,datasets/sam-29/files/gpr_dataset_0096.in,0.4872349178326799,47.519971,31.97593,20.504099,0.23185734557455112,1.3792916518991494,2.676813824450234,0.02,fresh
97,gpr_dataset_0097.in,datasets/sam-29/files/gpr_dataset_0097.in,0.21827738799246954,49.123826,25.308729,25.567445,0.055595013373036496,1.3727039315493637,2.6465494361745443,0.02,fresh
98,gpr_dataset_0098.in,datasets/sam-29/files/gpr_dataset_0098.in,0.17780680255631506,36.401091,36.518244,27.080665,0.0615490888365188,1.4145993563104513,2.645677575322512,0.02,fresh
99,gpr_dataset_0099.in,datasets/sam-29/files/gpr_dataset_0099.in,0.362441110677856,42.803609,33.329282,23.867109,0.20669393664509994,1.5893282108395874,2.6631786411318967,0.02,fresh
100,gpr_dataset_0100.in,datasets/sam-29/files/gpr_dataset_0100.in,0.1625948616367853,44.32724,28.089514,27.583246,0.19162218846336082,1.5391849605693662,2.6391838063125346,0.02,fresh
101,gpr_dataset_0101.in,datasets/sam-29/files/gpr_dataset_0101.in,0.20245671956511743,47.625889,32.970724,19.403387,0.248118317542726,1.5395486272884735,2.601472257852633,0.02,fresh
102,gpr_dataset_0102.in,datasets/sam-29/files/gpr_dataset_0102.in,0.17313979580063787,45.672185,33.32035,21.007465,0.21640306979922364,1.492796504710993,2.6086711317072453,0.02,fresh
103,gpr_dataset_0103.in,datasets/sam-29/files/gpr_dataset_0103.in,0.18222303389625305,48.760463,31.11433,20.125207,0.16634132586001596,1.363819562878107,2.6583979258100676,0.02,fresh
104,gpr_dataset_0104.in,datasets/sam-29/files/gpr_dataset_0104.in,0.46073015943618933,48.710616,29.036346,22.253038,0.13815156294325343,1.4052181264804546,2.604246821477084,0.02,fresh
105,gpr_dataset_0105.in,datasets/sam-29/files/gpr_dataset_0105.in,0.48826819984555725,43.687005,27.739995,28.573,0.16935555493528456,1.4452325565302213,2.6307752777962814,0.02,fresh
106,gpr_dataset_0106.in,datasets/sam-29/files/gpr_dataset_0106.in,0.439749464877343,47.820846,35.337996,16.841158,0.15665211087934705,1.4223461951117065,2.6358377905840085,0.02,fresh
107,gpr_dataset_0107.in,datasets/sam-29/files/gpr_dataset_0107.in,0.376496376916301,42.714132,29.885028,27.40084,0.051264483855716074,1.329823854032118,2.6630691675585045,0.02,fresh
108,gpr_dataset_0108.in,datasets/sam-29/files/gpr_dataset_0108.in,0.2735600191486488,41.80286,38.391024,19.806116,0.2052959657188949,1.4512142845800629,2.695496972264365,0.02,fresh
109,gpr_dataset_0109.in,datasets/sam-29/files/gpr_dataset_0109.in,0.36660078028704346,44.673864,33.074257,22.251879,0.20906108486324898,1.5734869419739188,2.693164202465708,0.02,fresh
110,gpr_dataset_0110.in,datasets/sam-29/files/gpr_dataset_0110.in,0.20995869270119152,47.366538,38.986046,13.647416,0.08933783976352219,1.4688758227527936,2.684543296830875,0.02,fresh
111,gpr_dataset_0111.in,datasets/sam-29/files/gpr_dataset_0111.in,0.34908263206181467,44.830654,28.245174,26.924172,0.1538878647980671,1.5140484166639665,2.637160853463291,0.02,fresh
112,gpr_dataset_0112.in,datasets/sam-29/files/gpr_dataset_0112.in,0.20136536757239917,33.310795,39.602469,27.086736,0.14543598083687037,1.512794836490338,2.658780964070799,0.02,fresh
113,gpr_dataset_0113.in,datasets/sam-29/files/gpr_dataset_0113.in,0.2650952742746407,45.139088,33.078491,21.782421,0.1848110779970571,1.3233735507869453,2.6952090607506562,0.02,fresh
114,gpr_dataset_0114.in,datasets/sam-29/files/gpr_dataset_0114.in,0.42581525089397965,49.725602,31.822836,18.451562,0.05246567425975682,1.5999714965998304,2.648691966282747,0.02,fresh
115,gpr_dataset_0115.in,datasets/sam-29/files/gpr_dataset_0115.in,0.2582289188849136,46.167582,26.550187,27.282231,0.14939832871638642,1.3192677516660418,2.6726886909073757,0.02,fresh
116,gpr_dataset_0116.in,datasets/sam-29/files/gpr_dataset_0116.in,0.34591556760516107,48.855154,37.240194,13.904652,0.21245526597638348,1.4123736939995395,2.6061415762749442,0.02,fresh
117,gpr_dataset_0117.in,datasets/sam-29/files/gpr_dataset_0117.in,0.16764141127343093,44.32663,26.426651,29.246719,0.2095048554210278,1.42305355674518,2.6400090659468605,0.02,fresh
118,gpr_dataset_0118.in,datasets/sam-29/files/gpr_dataset_0118.in,0.45122585025824635,38.547277,37.56887,23.883853,0.08000120544328662,1.5181047386087656,2.63707766616351,0.02,fresh
119,gpr_dataset_0119.in,datasets/sam-29/files/gpr_dataset_0119.in,0.4745433965039866,46.363812,36.205599,17.430589,0.14485682424210067,1.406001749183636,2.6050128359182487,0.02,fresh
120,gpr_dataset_0120.in,datasets/sam-29/files/gpr_dataset_0120.in,0.25960405256894026,40.260154,31.376257,28.363589,0.14010678477957106,1.5959378113970095,2.613247789345599,0.02,fresh
121,gpr_dataset_0121.in,datasets/sam-29/files/gpr_dataset_0121.in,0.18086526016870239,43.894313,31.383236,24.722451,0.05720960589785245,1.4748516630369473,2.6048522932772995,0.02,fresh
122,gpr_dataset_0122.in,datasets/sam-29/files/gpr_dataset_0122.in,0.14737341373755128,43.054629,38.489771,18.4556,0.0936896216393849,1.3608109421545052,2.6156803696262214,0.02,fresh
123,gpr_dataset_0123.in,datasets/sam-29/files/gpr_dataset_0123.in,0.2653548330682125,38.677695,36.223776,25.098529,0.10871397276541482,1.3357111121432759,2.6871340826462187,0.02,fresh
124,gpr_dataset_0124.in,datasets/sam-29/files/gpr_dataset_0124.in,0.22437437929896853,46.573306,38.46844,14.958254,0.0890857185767262,1.530512609930854,2.6487612701375616,0.02,fresh
125,gpr_dataset_0125.in,datasets/sam-29/files/gpr_dataset_0125.in,0.11914456976748947,44.791347,39.286358,15.922295,0.23820541459008698,1.3076619808114618,2.6487779152316215,0.02,fresh
126,gpr_dataset_0126.in,datasets/sam-29/files/gpr_dataset_0126.in,0.24759765503085235,44.480158,36.121692,19.39815,0.20565612472782863,1.468332568978468,2.697367236399759,0.02,fresh
127,gpr_dataset_0127.in,datasets/sam-29/files/gpr_dataset_0127.in,0.4365479945352223,40.806349,30.819458,28.374193,0.19862064003510088,1.3683527165524059,2.683708514760516,0.02,fresh
128,gpr_dataset_0128.in,datasets/sam-29/files/gpr_dataset_0128.in,0.42019398867813795,45.584361,38.961164,15.454475,0.119649541835746,1.3459529037452884,2.697013167323651,0.02,fresh
129,gpr_dataset_0129.in,datasets/sam-29/files/gpr_dataset_0129.in,0.1497845904813866,41.46444,37.741822,20.793738,0.20127808114758733,1.4632289336891788,2.632362537555593,0.02,fresh
130,gpr_dataset_0130.in,datasets/sam-29/files/gpr_dataset_0130.in,0.43543001509716583,43.563278,37.719781,18.716941,0.15680503819896452,1.3381541006037645,2.6987431460991584,0.02,fresh
131,gpr_dataset_0131.in,datasets/sam-29/files/gpr_dataset_0131.in,0.30099976393839367,44.221762,35.162863,20.615375,0.22958419652592793,1.476527474862226,2.6888503561232833,0.02,fresh
132,gpr_dataset_0132.in,datasets/sam-29/files/gpr_dataset_0132.in,0.1342613365851602,38.791989,33.676717,27.531294,0.17562537341900702,1.517761416492995,2.6662568357142833,0.02,fresh
133,gpr_dataset_0133.in,datasets/sam-29/files/gpr_dataset_0133.in,0.47142858735902204,47.50342,36.619321,15.877259,0.09697352871811978,1.536218331155807,2.629233396210686,0.02,fresh
134,gpr_dataset_0134.in,datasets/sam-29/files/gpr_dataset_0134.in,0.3178017542242606,40.397958,35.753366,23.848676,0.06612102750379462,1.3455845228546361,2.600615683766001,0.02,fresh
135,gpr_dataset_0135.in,datasets/sam-29/files/gpr_dataset_0135.in,0.3501116895608959,39.643564,35.813811,24.542625,0.2033804500569304,1.4088825622060923,2.686306970404104,0.02,fresh
136,gpr_dataset_0136.in,datasets/sam-29/files/gpr_dataset_0136.in,0.1181591169682108,45.537904,33.446618,21.015478,0.10255966557704065,1.5196666116701056,2.6299613313181394,0.02,fresh
137,gpr_dataset_0137.in,datasets/sam-29/files/gpr_dataset_0137.in,0.335087895898989,40.777576,33.916917,25.305507,0.07005671701408672,1.5198822619856642,2.6824708044583665,0.02,fresh
138,gpr_dataset_0138.in,datasets/sam-29/files/gpr_dataset_0138.in,0.17846859301768966,44.713748,30.726718,24.559534,0.23932572799286445,1.4992781413303589,2.667733158496639,0.02,fresh
139,gpr_dataset_0139.in,datasets/sam-29/files/gpr_dataset_0139.in,0.2515796666841361,44.457898,35.142389,20.399713,0.08622207521769845,1.3586729307823713,2.6636911492179345,0.02,fresh
140,gpr_dataset_0140.in,datasets/sam-29/files/gpr_dataset_0140.in,0.41561338124474034,38.379902,38.798596,22.821502,0.22803649350985905,1.3142993395337597,2.6522190045179554,0.02,fresh
141,gpr_dataset_0141.in,datasets/sam-29/files/gpr_dataset_0141.in,0.25828412246095916,45.27364,29.50915,25.21721,0.1844236997488754,1.5222297307388482,2.651643405664151,0.02,fresh
